ts,value,unit
2025-09-10T13:37:36.974911,243.58,kPa
2025-09-10T13:37:48.403998,249.49,kPa
2025-09-10T13:37:59.833339,238.16,kPa
2025-09-10T13:38:11.081488,215.84,kPa
2025-09-10T13:38:22.320334,189.96,kPa
2025-09-10T13:38:33.536119,166.41,kPa
2025-09-10T13:38:44.741231,152.37,kPa
2025-09-10T13:38:55.940412,152.06,kPa
2025-09-10T13:39:07.153477,167.14,kPa
2025-09-10T13:39:18.445524,191.44,kPa
2025-09-10T13:39:29.694076,220.47,kPa
2025-09-10T13:39:40.933891,241.19,kPa
2025-09-10T13:48:52.469616,198.12,kPa
2025-09-10T13:49:03.715318,226.61,kPa
2025-09-10T13:49:14.934146,245.67,kPa
2025-09-10T13:49:26.133106,250.4,kPa
2025-09-10T13:49:37.322673,240.34,kPa
2025-09-10T13:49:48.564890,218.12,kPa
2025-09-10T13:49:59.806503,190.39,kPa
2025-09-10T13:50:11.011339,166.2,kPa
2025-09-10T13:50:22.406114,152.07,kPa
2025-09-10T13:50:33.621401,154.06,kPa
2025-09-10T13:50:44.846382,167.6,kPa
2025-09-10T13:50:56.081110,194.63,kPa
2025-09-10T13:51:07.364896,221.32,kPa
2025-09-10T13:51:18.625019,242.49,kPa
2025-09-10T13:51:29.850028,250.05,kPa
2025-09-10T13:51:41.076901,243.29,kPa
2025-09-10T13:51:53.310570,218.48,kPa
2025-09-10T13:52:04.534566,190.59,kPa
2025-09-10T13:52:15.712249,167.34,kPa
2025-09-10T13:52:26.917070,152.41,kPa
2025-09-10T13:52:38.095343,153.4,kPa
2025-09-10T13:52:49.322136,165.55,kPa
2025-09-10T13:53:00.565395,192.22,kPa
2025-09-10T13:53:11.822823,218.64,kPa
2025-09-10T13:53:23.069454,240.71,kPa
2025-09-10T13:53:34.302009,248.29,kPa
2025-09-10T13:53:45.557090,243.68,kPa
2025-09-10T13:53:56.770201,225.24,kPa
2025-09-10T13:54:08.002074,197.16,kPa
2025-09-10T13:54:19.190514,169.18,kPa
2025-09-10T13:54:30.450488,154.03,kPa
2025-09-10T13:54:41.682502,151.17,kPa
2025-09-10T13:54:53.601228,164.27,kPa
2025-09-10T13:55:04.897032,189.16,kPa
2025-09-10T13:55:16.165136,215.08,kPa
2025-09-10T13:55:27.365976,237.49,kPa
2025-09-10T13:55:38.578001,249.28,kPa
2025-09-10T13:55:49.807469,244.47,kPa
2025-09-10T13:56:01.205512,226.55,kPa
2025-09-10T13:56:12.480280,200.04,kPa
2025-09-10T13:56:24.004576,171.63,kPa
2025-09-10T13:56:35.306774,152.81,kPa
2025-09-10T13:56:46.533198,152.05,kPa
2025-09-10T13:56:57.777643,160.12,kPa
2025-09-10T13:57:08.974510,183.83,kPa
2025-09-10T13:57:20.217384,212.56,kPa
2025-09-10T13:57:31.440176,236.52,kPa
2025-09-10T13:57:42.658964,249.13,kPa
2025-09-10T13:57:53.869623,247.6,kPa
2025-09-10T13:58:05.094350,229.59,kPa
2025-09-10T13:58:16.333917,203.7,kPa
2025-09-10T13:58:27.544387,176.86,kPa
2025-09-10T13:58:38.800655,156.07,kPa
2025-09-10T13:58:50.026056,150.1,kPa
2025-09-10T13:59:01.221809,159.65,kPa
2025-09-10T13:59:12.454418,178.86,kPa
2025-09-10T13:59:23.675997,207.77,kPa
2025-09-10T13:59:34.886011,233.66,kPa
2025-09-10T13:59:46.122326,248.89,kPa
2025-09-10T13:59:57.338901,249.11,kPa
2025-09-10T14:00:08.553789,235.69,kPa
2025-09-10T14:00:19.778220,210.17,kPa
2025-09-10T14:00:30.996427,182.52,kPa
2025-09-10T14:00:42.261237,160.61,kPa
2025-09-10T14:00:53.483923,149.52,kPa
2025-09-10T14:01:04.714772,157.46,kPa
2025-09-10T14:01:16.000318,174.29,kPa
2025-09-10T14:01:27.332679,202.88,kPa
2025-09-10T14:01:38.530772,228.12,kPa
2025-09-10T14:01:49.727831,245.62,kPa
2025-09-10T14:02:00.969719,247.78,kPa
2025-09-10T14:02:12.240081,237.04,kPa
2025-09-10T14:02:23.559739,213.67,kPa
2025-09-10T14:02:34.739884,188.23,kPa
2025-09-10T14:02:45.971895,164.07,kPa
2025-09-10T14:02:57.221969,149.09,kPa
2025-09-10T14:03:08.443890,153.16,kPa
2025-09-10T14:03:19.711348,171.15,kPa
2025-09-10T14:03:30.928107,196.01,kPa
2025-09-10T14:03:42.162715,224.0,kPa
2025-09-10T14:03:53.406436,243.57,kPa
2025-09-10T14:04:04.666502,248.47,kPa
2025-09-10T14:04:15.958464,242.27,kPa
2025-09-10T14:04:27.179358,217.35,kPa
2025-09-10T14:04:38.401468,190.56,kPa
2025-09-10T14:04:49.810106,166.04,kPa
2025-09-10T14:05:01.076624,150.78,kPa
2025-09-10T14:05:12.320784,152.35,kPa
2025-09-10T14:05:23.544078,166.11,kPa
2025-09-10T14:05:34.803516,192.45,kPa
2025-09-10T14:05:46.173444,218.79,kPa
2025-09-10T14:05:57.409643,242.99,kPa
2025-09-10T14:06:08.709003,251.53,kPa
2025-09-10T14:06:19.938717,242.96,kPa
2025-09-10T14:06:31.142595,221.82,kPa
2025-09-10T14:06:42.411132,196.74,kPa
2025-09-10T14:06:53.644277,169.92,kPa
2025-09-10T14:07:04.855644,153.02,kPa
2025-09-10T14:07:16.103738,149.64,kPa
2025-09-10T14:07:27.317237,163.75,kPa
2025-09-10T14:07:38.528348,188.51,kPa
2025-09-10T14:07:49.760395,215.95,kPa
2025-09-10T14:08:01.017495,238.67,kPa
2025-09-10T14:08:12.217999,247.73,kPa
2025-09-10T14:08:23.505417,244.71,kPa
2025-09-10T14:08:34.680536,228.34,kPa
2025-09-10T14:08:45.879211,201.17,kPa
2025-09-10T14:08:57.079535,175.62,kPa
2025-09-10T14:09:08.330000,156.37,kPa
2025-09-10T14:09:19.547495,152.18,kPa
2025-09-10T14:09:30.749605,159.25,kPa
2025-09-10T14:09:41.974465,183.34,kPa
2025-09-10T14:09:53.156812,209.79,kPa
2025-09-10T14:10:04.384509,232.84,kPa
2025-09-10T14:10:15.582532,247.99,kPa
2025-09-10T14:10:26.788479,247.0,kPa
2025-09-10T14:10:38.029635,233.92,kPa
2025-09-10T14:10:49.244413,205.02,kPa
2025-09-10T14:11:00.443239,178.51,kPa
2025-09-10T14:11:11.651313,157.62,kPa
2025-09-10T14:11:22.873135,149.94,kPa
2025-09-10T14:11:34.109444,156.41,kPa
2025-09-10T14:11:45.303134,176.69,kPa
2025-09-10T14:11:56.494069,202.57,kPa
2025-09-10T14:12:07.709816,229.97,kPa
2025-09-10T14:12:18.933613,246.81,kPa
2025-09-10T14:12:30.226703,247.66,kPa
2025-09-10T14:12:41.506050,234.92,kPa
2025-09-10T14:12:52.784063,213.18,kPa
2025-09-10T14:13:04.008579,184.96,kPa
2025-09-10T14:13:15.271741,160.53,kPa
2025-09-10T14:13:26.453275,150.83,kPa
2025-09-10T14:13:37.808757,155.04,kPa
2025-09-10T14:13:49.036315,173.09,kPa
2025-09-10T14:14:00.262538,200.91,kPa
2025-09-10T14:14:11.652067,228.36,kPa
2025-09-10T14:14:22.877539,246.16,kPa
2025-09-10T14:14:34.122416,250.13,kPa
2025-09-10T14:14:45.381986,237.56,kPa
2025-09-10T14:14:56.603275,216.98,kPa
2025-09-10T14:15:07.813000,187.05,kPa
2025-09-10T14:15:19.101253,162.63,kPa
2025-09-10T14:15:30.350131,151.48,kPa
2025-09-10T14:15:41.611741,152.44,kPa
2025-09-10T14:15:52.822441,169.62,kPa
2025-09-10T14:16:04.111582,193.27,kPa
2025-09-10T14:16:15.391505,222.81,kPa
2025-09-10T14:16:26.624177,241.86,kPa
2025-09-10T14:16:37.865274,249.39,kPa
2025-09-10T14:16:49.082999,243.49,kPa
2025-09-10T14:17:00.340582,220.42,kPa
2025-09-10T14:17:11.574691,192.75,kPa
2025-09-10T14:17:22.813067,167.67,kPa
2025-09-10T14:17:34.069069,152.2,kPa
2025-09-10T14:17:45.255393,151.74,kPa
2025-09-10T14:17:56.490537,163.47,kPa
2025-09-10T14:18:07.758965,190.72,kPa
2025-09-10T14:18:19.019637,218.03,kPa
2025-09-10T14:18:30.335219,241.22,kPa
2025-09-10T14:18:41.565172,251.52,kPa
2025-09-10T14:18:52.836812,242.92,kPa
2025-09-10T14:19:04.041073,224.39,kPa
2025-09-10T14:19:15.264483,200.23,kPa
2025-09-10T14:19:26.483995,170.88,kPa
2025-09-10T14:19:37.696298,154.88,kPa
2025-09-10T14:19:48.899066,150.16,kPa
2025-09-10T14:20:00.111698,162.39,kPa
2025-09-10T14:20:11.303430,185.06,kPa
2025-09-10T14:20:22.564837,212.91,kPa
2025-09-10T14:20:33.819744,234.91,kPa
2025-09-10T14:20:45.033040,248.5,kPa
2025-09-10T14:20:56.263561,245.03,kPa
2025-09-10T14:21:07.508247,228.63,kPa
2025-09-10T14:21:18.715237,202.4,kPa
2025-09-10T14:21:29.926843,177.03,kPa
2025-09-10T14:21:41.145045,157.65,kPa
2025-09-10T14:21:52.362186,150.04,kPa
2025-09-10T14:22:03.640138,157.07,kPa
2025-09-10T14:22:14.945746,180.49,kPa
2025-09-10T14:22:26.148576,206.62,kPa
2025-09-10T14:22:37.338238,231.84,kPa
2025-09-10T14:22:48.583510,246.41,kPa
2025-09-10T14:22:59.796224,247.39,kPa
2025-09-10T14:24:56.537775,201.45,kPa
2025-09-10T14:25:07.802877,228.16,kPa
2025-09-10T14:25:20.524782,246.29,kPa
2025-09-10T14:25:45.073743,233.25,kPa
2025-09-10T14:25:56.320638,206.85,kPa
2025-09-10T14:26:07.555309,180.96,kPa
2025-09-10T15:13:08.944472,201.44,kPa
2025-09-10T15:13:20.159171,227.85,kPa
2025-09-10T15:13:31.405138,243.99,kPa
2025-09-10T15:13:42.605718,249.13,kPa
2025-09-10T15:13:53.810433,238.13,kPa
2025-09-10T15:14:05.002694,216.18,kPa
2025-09-10T15:14:16.263206,188.84,kPa
2025-09-10T15:14:27.497178,166.51,kPa
2025-09-10T15:14:38.715270,153.08,kPa
2025-09-10T15:14:49.918374,153.05,kPa
2025-09-10T15:15:01.361075,168.77,kPa
2025-09-10T15:15:12.579538,193.94,kPa
2025-09-10T15:15:23.813404,221.1,kPa
2025-09-10T15:15:35.045713,242.33,kPa
2025-09-10T15:15:46.283425,248.11,kPa
2025-09-10T15:15:57.648206,240.71,kPa
2025-09-10T15:16:08.927958,218.68,kPa
2025-09-10T15:16:20.189797,192.17,kPa
2025-09-10T15:16:31.595107,166.91,kPa
2025-09-10T15:16:42.827769,154.25,kPa
2025-09-10T15:16:54.407780,151.13,kPa
2025-09-10T15:17:05.592703,167.56,kPa
2025-09-10T15:17:16.789303,192.23,kPa
2025-09-10T15:17:28.025358,218.44,kPa
2025-09-10T15:17:39.301046,240.86,kPa
2025-09-10T15:17:50.632545,249.08,kPa
2025-09-10T15:18:01.893243,244.09,kPa
2025-09-10T15:18:13.152700,225.37,kPa
2025-09-10T15:18:25.381044,193.18,kPa
2025-09-10T15:18:37.083027,167.73,kPa
2025-09-10T15:18:49.483974,151.97,kPa
2025-09-10T15:19:00.738401,152.09,kPa
2025-09-10T15:19:11.943063,167.83,kPa
2025-09-10T15:19:23.136396,194.26,kPa
2025-09-10T15:19:34.329902,220.54,kPa
2025-09-10T15:19:45.527933,240.28,kPa
2025-09-10T15:19:56.763735,251.61,kPa
2025-09-10T15:20:07.995210,242.4,kPa
2025-09-10T15:20:19.209917,221.05,kPa
2025-09-10T15:20:30.467366,196.45,kPa
2025-09-10T15:20:41.822342,169.57,kPa
2025-09-10T15:20:53.063049,151.97,kPa
2025-09-10T15:21:04.253162,150.78,kPa
2025-09-10T15:21:15.468365,163.91,kPa
2025-09-10T15:21:26.695487,189.24,kPa
2025-09-10T15:21:37.903940,215.18,kPa
2025-09-10T15:21:49.370466,239.08,kPa
2025-09-10T15:22:00.647892,247.96,kPa
2025-09-10T15:22:11.940316,243.2,kPa
2025-09-10T15:22:23.153346,227.39,kPa
2025-09-10T15:22:34.395373,199.78,kPa
2025-09-10T15:22:45.613488,173.55,kPa
2025-09-10T15:22:56.812142,154.04,kPa
2025-09-10T15:23:08.041667,150.09,kPa
2025-09-10T15:23:20.382573,164.32,kPa
2025-09-10T15:23:31.600242,185.62,kPa
2025-09-10T15:23:42.847848,214.97,kPa
2025-09-10T15:23:54.073050,237.16,kPa
2025-09-10T15:24:05.312942,250.98,kPa
2025-09-10T15:24:16.671208,244.07,kPa
2025-09-10T15:24:29.699230,225.57,kPa
2025-09-10T15:24:40.891386,197.26,kPa
2025-09-10T15:24:52.189575,169.91,kPa
2025-09-10T15:25:04.498896,154.8,kPa
2025-09-10T15:25:16.988296,152.52,kPa
2025-09-10T15:25:28.318171,168.45,kPa
2025-09-10T15:25:39.776175,192.27,kPa
2025-09-10T15:25:51.028406,219.01,kPa
2025-09-10T15:26:02.286494,239.51,kPa
2025-09-10T15:26:13.488440,249.22,kPa
2025-09-10T15:26:24.720138,243.31,kPa
2025-09-10T15:26:36.052328,222.76,kPa
2025-09-10T15:26:47.312310,194.92,kPa
2025-09-10T15:26:58.540766,168.95,kPa
2025-09-10T15:27:09.804687,151.83,kPa
2025-09-10T15:27:21.008133,151.99,kPa
2025-09-10T15:27:32.880876,165.24,kPa
2025-09-10T15:27:44.081130,187.57,kPa
2025-09-10T15:27:55.258355,215.42,kPa
2025-09-10T15:28:06.461123,240.29,kPa
2025-09-10T15:28:18.265791,249.72,kPa
2025-09-10T15:28:29.471726,242.99,kPa
2025-09-10T15:28:40.692053,225.33,kPa
2025-09-10T15:28:51.898409,199.2,kPa
2025-09-10T15:29:03.089057,170.6,kPa
2025-09-10T15:29:14.299478,152.56,kPa
2025-09-10T15:29:25.501681,150.63,kPa
2025-09-10T15:29:36.729382,160.01,kPa
2025-09-10T15:29:47.973105,182.64,kPa
2025-09-10T15:29:59.260746,213.16,kPa
2025-09-10T15:30:10.523525,237.79,kPa
2025-09-10T15:30:21.771096,250.43,kPa
2025-09-10T15:30:33.003309,247.42,kPa
2025-09-10T15:30:44.461819,230.22,kPa
2025-09-10T15:30:55.957432,201.43,kPa
2025-09-10T15:31:07.200815,174.97,kPa
2025-09-10T15:31:20.200380,155.41,kPa
2025-09-10T15:31:31.408323,152.32,kPa
2025-09-10T15:31:42.640996,160.62,kPa
2025-09-10T15:31:54.060792,184.51,kPa
2025-09-10T15:32:05.292480,213.71,kPa
2025-09-10T15:32:16.505152,237.06,kPa
2025-09-10T15:32:27.739046,248.63,kPa
2025-09-10T15:32:38.977157,244.49,kPa
2025-09-10T15:32:50.229028,229.53,kPa
2025-09-10T15:33:01.457717,202.82,kPa
2025-09-10T15:33:12.746482,174.93,kPa
2025-09-10T15:33:24.000917,157.64,kPa
2025-09-10T15:33:35.281904,151.21,kPa
2025-09-10T15:33:46.488626,160.28,kPa
2025-09-10T15:33:57.707905,182.27,kPa
2025-09-10T15:34:08.958892,208.73,kPa
2025-09-10T15:34:20.181405,234.81,kPa
2025-09-10T15:34:31.362478,247.12,kPa
2025-09-10T15:34:42.606057,249.77,kPa
2025-09-10T15:34:53.865163,232.69,kPa
2025-09-10T15:35:05.068253,209.67,kPa
2025-09-10T15:35:16.540901,180.91,kPa
2025-09-10T15:35:27.782413,158.51,kPa
2025-09-10T15:35:39.028108,149.38,kPa
2025-09-10T15:35:50.420116,156.73,kPa
2025-09-10T15:36:01.624191,177.04,kPa
2025-09-10T15:36:12.853702,205.18,kPa
2025-09-10T15:36:24.065608,229.52,kPa
2025-09-10T15:36:35.297859,247.57,kPa
2025-09-10T15:36:46.524052,250.34,kPa
2025-09-10T15:36:57.761351,235.97,kPa
2025-09-10T15:37:09.003022,211.62,kPa
2025-09-10T15:37:20.246250,186.34,kPa
2025-09-10T15:37:31.460561,160.91,kPa
2025-09-10T15:37:42.818336,151.58,kPa
2025-09-10T15:37:54.032116,155.47,kPa
2025-09-10T15:38:05.264664,173.6,kPa
2025-09-10T15:38:16.487361,200.11,kPa
2025-09-10T15:38:27.719121,226.64,kPa
2025-09-10T15:38:38.945344,244.07,kPa
2025-09-10T15:38:50.157158,249.88,kPa
2025-09-10T15:39:01.351799,241.36,kPa
2025-09-10T15:39:12.542730,217.25,kPa
2025-09-10T15:39:23.788591,190.75,kPa
2025-09-10T15:39:35.001705,164.9,kPa
2025-09-10T15:39:46.245860,149.83,kPa
2025-09-10T15:39:57.580317,152.08,kPa
2025-09-10T15:40:08.818764,170.23,kPa
2025-09-10T15:40:20.058820,192.77,kPa
2025-09-10T15:40:31.404386,219.45,kPa
2025-09-10T15:40:42.885326,243.9,kPa
2025-09-10T15:40:54.094847,250.06,kPa
2025-09-10T15:41:05.301516,241.44,kPa
2025-09-10T15:41:16.532294,221.22,kPa
2025-09-10T15:41:27.748504,194.05,kPa
2025-09-10T15:41:38.972229,166.67,kPa
2025-09-10T15:41:50.392115,151.76,kPa
2025-09-10T15:42:01.637984,152.58,kPa
2025-09-10T15:42:12.865676,166.58,kPa
2025-09-10T15:42:24.076226,188.52,kPa
2025-09-10T15:42:35.340219,217.99,kPa
2025-09-10T15:42:46.573068,238.49,kPa
2025-09-10T15:42:57.796621,248.26,kPa
2025-09-10T15:43:08.987268,243.89,kPa
2025-09-10T15:43:20.219036,226.56,kPa
2025-09-10T15:43:31.434821,199.36,kPa
2025-09-10T15:43:42.684256,171.84,kPa
2025-09-10T15:43:53.948655,156.44,kPa
2025-09-10T15:44:05.175041,150.78,kPa
2025-09-10T15:44:16.370620,160.89,kPa
2025-09-10T15:44:27.592877,182.82,kPa
2025-09-10T15:44:38.796063,211.38,kPa
2025-09-10T15:44:50.038194,237.87,kPa
2025-09-10T15:45:01.261986,250.33,kPa
2025-09-10T15:45:12.490461,248.13,kPa
2025-09-10T15:45:23.688139,231.88,kPa
2025-09-10T15:45:35.905468,203.64,kPa
2025-09-10T15:45:47.799857,173.33,kPa
2025-09-10T15:45:59.140948,154.88,kPa
2025-09-10T15:46:10.411585,149.2,kPa
2025-09-10T15:46:21.678819,162.46,kPa
2025-09-10T15:46:32.956478,185.32,kPa
2025-09-10T15:46:44.234350,212.03,kPa
2025-09-10T15:46:55.436648,237.62,kPa
2025-09-10T15:47:06.678039,247.85,kPa
2025-09-10T15:47:17.919935,247.3,kPa
2025-09-10T15:47:29.175255,229.42,kPa
2025-09-10T15:47:40.432663,204.25,kPa
2025-09-10T15:47:51.691979,177.08,kPa
2025-09-10T15:48:02.921156,155.25,kPa
2025-09-10T15:48:14.187656,150.56,kPa
2025-09-10T15:48:25.465034,156.32,kPa
2025-09-10T15:48:36.680387,178.56,kPa
2025-09-10T15:48:47.938724,205.96,kPa
2025-09-10T15:48:59.195387,233.23,kPa
2025-09-10T15:49:10.499310,249.15,kPa
2025-09-10T15:49:21.772965,246.37,kPa
2025-09-10T15:49:33.043537,233.87,kPa
2025-09-10T15:49:44.269290,209.33,kPa
2025-09-10T15:49:55.465734,181.27,kPa
2025-09-10T15:50:06.721990,160.86,kPa
2025-09-10T15:50:18.183399,148.89,kPa
2025-09-10T15:50:29.434412,157.25,kPa
2025-09-10T15:50:40.687448,176.32,kPa
2025-09-10T15:50:52.526738,202.61,kPa
2025-09-10T15:51:04.324391,233.09,kPa
2025-09-10T15:51:16.262166,249.58,kPa
2025-09-10T15:51:27.708569,249.1,kPa
2025-09-10T15:51:39.714514,233.69,kPa
2025-09-10T15:51:50.921775,205.43,kPa
2025-09-10T15:52:02.124768,180.29,kPa
2025-09-10T15:52:13.421724,159.69,kPa
2025-09-10T15:52:25.657778,148.34,kPa
2025-09-10T15:52:36.874397,157.7,kPa
2025-09-10T15:52:48.479642,179.52,kPa
2025-09-10T15:53:00.697951,209.59,kPa
2025-09-10T15:53:12.071665,235.83,kPa
2025-09-10T15:53:24.359009,249.07,kPa
2025-09-10T15:53:37.419284,246.5,kPa
2025-09-10T15:53:50.610081,219.25,kPa
2025-09-10T15:54:03.724280,190.7,kPa
2025-09-10T15:54:16.605931,160.73,kPa
2025-09-10T15:54:29.527737,149.87,kPa
2025-09-10T15:54:42.635010,156.97,kPa
2025-09-10T15:54:55.593533,184.48,kPa
2025-09-10T15:55:09.342334,218.8,kPa
2025-09-10T15:55:22.574509,242.86,kPa
2025-09-10T15:55:35.726988,248.08,kPa
2025-09-10T15:55:48.490824,236.59,kPa
2025-09-10T15:56:01.578478,210.34,kPa
2025-09-10T15:56:13.868728,178.63,kPa
2025-09-10T15:56:25.869053,154.86,kPa
2025-09-10T15:56:38.124118,151.99,kPa
2025-09-10T15:56:50.391712,160.36,kPa
2025-09-10T15:57:03.556226,189.21,kPa
2025-09-10T15:57:16.630854,220.24,kPa
2025-09-10T15:57:29.328139,243.8,kPa
2025-09-10T15:57:40.853930,249.78,kPa
2025-09-10T15:57:52.355383,239.98,kPa
2025-09-10T15:58:03.850797,218.54,kPa
2025-09-10T15:58:15.136082,189.32,kPa
2025-09-10T15:58:27.702199,161.95,kPa
2025-09-10T15:58:39.421513,152.41,kPa
2025-09-10T15:58:51.721044,157.62,kPa
2025-09-10T15:59:03.807131,177.39,kPa
2025-09-10T15:59:15.014510,203.07,kPa
2025-09-10T15:59:26.256887,229.47,kPa
2025-09-10T15:59:38.774756,247.33,kPa
2025-09-10T15:59:50.456896,247.33,kPa
2025-09-10T16:00:02.229365,230.64,kPa
2025-09-10T16:00:13.786916,208.4,kPa
2025-09-10T16:00:24.985755,177.96,kPa
2025-09-10T16:00:37.389827,156.98,kPa
2025-09-10T16:00:49.590572,150.46,kPa
2025-09-10T16:01:02.456489,164.83,kPa
2025-09-10T16:01:15.435279,192.36,kPa
2025-09-10T16:01:28.327103,221.88,kPa
2025-09-10T16:01:41.126320,245.29,kPa
2025-09-10T16:01:53.924874,250.93,kPa
2025-09-10T16:02:07.051877,235.84,kPa
2025-09-10T16:02:20.404121,204.89,kPa
2025-09-10T16:02:32.851126,172.86,kPa
2025-09-10T16:02:44.433861,155.25,kPa
2025-09-10T16:02:56.658971,151.11,kPa
2025-09-10T16:03:07.844659,163.16,kPa
2025-09-10T16:03:19.058680,186.52,kPa
2025-09-20T16:12:18.282383,201.48,kPa
2025-09-20T16:12:29.609743,228.79,kPa
2025-09-20T16:12:40.917174,244.55,kPa
2025-09-20T16:12:52.194165,249.77,kPa
2025-09-20T16:13:03.543038,236.8,kPa
2025-09-20T16:13:14.857337,216.01,kPa
2025-09-20T16:13:26.219312,189.13,kPa
2025-09-20T16:13:37.532829,164.74,kPa
2025-09-20T16:13:48.820839,150.87,kPa
2025-09-20T16:14:00.109927,153.19,kPa
2025-09-20T16:14:11.377883,171.53,kPa
2025-09-20T16:14:22.755364,198.7,kPa
2025-09-20T16:14:34.107345,225.01,kPa
2025-09-20T16:14:45.403396,245.15,kPa
2025-09-20T16:14:56.650599,250.42,kPa
2025-09-20T16:15:07.869638,241.29,kPa
2025-09-20T16:15:19.169523,220.02,kPa
2025-09-20T16:15:30.499034,188.97,kPa
2025-09-20T16:15:41.836774,165.3,kPa
2025-09-20T16:15:53.081890,150.6,kPa
2025-09-20T16:16:04.305846,152.07,kPa
2025-09-20T16:16:15.560396,166.97,kPa
2025-09-20T16:16:26.733736,193.91,kPa
2025-09-20T16:16:37.983433,219.26,kPa
2025-09-20T16:16:49.326108,242.63,kPa
2025-09-20T16:17:00.568222,251.68,kPa
2025-09-20T16:17:11.814824,243.22,kPa
2025-09-20T16:17:23.034075,222.38,kPa
2025-09-20T16:17:34.345888,195.13,kPa
2025-09-20T16:17:45.577257,171.14,kPa
2025-09-20T16:17:56.810651,153.98,kPa
2025-09-20T16:18:08.079171,152.95,kPa
2025-09-20T16:18:19.395891,164.99,kPa
2025-09-20T16:18:30.695905,188.43,kPa
2025-09-20T16:18:41.981501,216.91,kPa
2025-09-20T16:18:53.227025,237.46,kPa
2025-09-20T16:19:04.558929,248.53,kPa
2025-09-20T16:19:15.840511,244.01,kPa
2025-09-20T16:19:27.118813,227.58,kPa
2025-09-20T16:19:38.419721,198.74,kPa
2025-09-20T16:19:49.685284,173.0,kPa
2025-09-20T16:20:00.923885,156.29,kPa
2025-09-20T16:20:12.203310,152.06,kPa
2025-09-20T16:20:23.484928,163.6,kPa
2025-09-20T16:20:34.706681,182.93,kPa
2025-09-20T16:20:45.991625,210.85,kPa
2025-09-20T16:20:57.321674,238.02,kPa
2025-09-20T16:21:08.595497,249.64,kPa
2025-09-20T16:21:19.797835,247.55,kPa
2025-09-20T16:21:31.116045,228.41,kPa
2025-09-20T16:21:42.365501,202.11,kPa
2025-09-20T16:21:53.617987,177.46,kPa
2025-09-20T16:22:04.963859,156.63,kPa
2025-09-20T16:22:16.318688,148.36,kPa
2025-09-20T16:22:27.554955,160.0,kPa
2025-09-20T16:22:39.796294,183.53,kPa
2025-09-20T16:22:53.411741,218.51,kPa
2025-09-20T16:23:05.531786,239.47,kPa
2025-09-20T16:23:16.795250,250.7,kPa
2025-09-20T16:23:28.059809,244.97,kPa
2025-09-20T16:23:39.327853,225.33,kPa
