ts,value,unit
2025-09-10T14:01:49.727831,0.0,
2025-09-10T14:02:00.969719,0.0,
2025-09-10T14:02:12.240081,0.0,
2025-09-10T14:02:23.559739,0.0,
2025-09-10T14:02:34.739884,0.0,
2025-09-10T14:02:45.971895,0.0,
2025-09-10T14:02:57.221969,0.0,
2025-09-10T14:03:08.443890,0.0,
2025-09-10T14:03:19.711348,0.0,
2025-09-10T14:03:30.928107,0.0,
2025-09-10T14:03:42.162715,0.0,
2025-09-10T14:03:53.406436,0.0,
2025-09-10T14:04:04.666502,0.0,
2025-09-10T14:04:15.958464,1.0,
2025-09-10T14:04:27.179358,0.0,
2025-09-10T14:04:38.401468,0.0,
2025-09-10T14:04:49.810106,0.0,
2025-09-10T14:05:01.076624,0.0,
2025-09-10T14:05:12.320784,0.0,
2025-09-10T14:05:23.544078,0.0,
2025-09-10T14:05:34.803516,0.0,
2025-09-10T14:05:46.173444,0.0,
2025-09-10T14:05:57.409643,0.0,
2025-09-10T14:06:08.709003,0.0,
2025-09-10T14:06:19.938717,0.0,
2025-09-10T14:06:31.142595,0.0,
2025-09-10T14:06:42.411132,0.0,
2025-09-10T14:06:53.644277,0.0,
2025-09-10T14:07:04.855644,1.0,
2025-09-10T14:07:16.103738,0.0,
2025-09-10T14:07:27.317237,0.0,
2025-09-10T14:07:38.528348,0.0,
2025-09-10T14:07:49.760395,0.0,
2025-09-10T14:08:01.017495,0.0,
2025-09-10T14:08:12.217999,0.0,
2025-09-10T14:08:23.505417,0.0,
2025-09-10T14:08:34.680536,0.0,
2025-09-10T14:08:45.879211,0.0,
2025-09-10T14:08:57.079535,0.0,
2025-09-10T14:09:08.330000,0.0,
2025-09-10T14:09:19.547495,1.0,
2025-09-10T14:09:30.749605,0.0,
2025-09-10T14:09:41.974465,0.0,
2025-09-10T14:09:53.156812,0.0,
2025-09-10T14:10:04.384509,0.0,
2025-09-10T14:10:15.582532,0.0,
2025-09-10T14:10:26.788479,0.0,
2025-09-10T14:10:38.029635,0.0,
2025-09-10T14:10:49.244413,0.0,
2025-09-10T14:11:00.443239,0.0,
2025-09-10T14:11:11.651313,1.0,
2025-09-10T14:11:22.873135,0.0,
2025-09-10T14:11:34.109444,0.0,
2025-09-10T14:11:45.303134,0.0,
2025-09-10T14:11:56.494069,0.0,
2025-09-10T14:12:07.709816,0.0,
2025-09-10T14:12:18.933613,0.0,
2025-09-10T14:12:30.226703,1.0,
2025-09-10T14:12:41.506050,0.0,
2025-09-10T14:12:52.784063,0.0,
2025-09-10T14:13:04.008579,0.0,
2025-09-10T14:13:15.271741,0.0,
2025-09-10T14:13:26.453275,0.0,
2025-09-10T14:13:37.808757,0.0,
2025-09-10T14:13:49.036315,0.0,
2025-09-10T14:14:00.262538,0.0,
2025-09-10T14:14:11.652067,0.0,
2025-09-10T14:14:22.877539,0.0,
2025-09-10T14:14:34.122416,0.0,
2025-09-10T14:14:45.381986,0.0,
2025-09-10T14:14:56.603275,0.0,
2025-09-10T14:15:07.813000,0.0,
2025-09-10T14:15:19.101253,1.0,
2025-09-10T14:15:30.350131,0.0,
2025-09-10T14:15:41.611741,0.0,
2025-09-10T14:15:52.822441,0.0,
2025-09-10T14:16:04.111582,0.0,
2025-09-10T14:16:15.391505,0.0,
2025-09-10T14:16:26.624177,0.0,
2025-09-10T14:16:37.865274,1.0,
2025-09-10T14:16:49.082999,0.0,
2025-09-10T14:17:00.340582,0.0,
2025-09-10T14:17:11.574691,0.0,
2025-09-10T14:17:22.813067,0.0,
2025-09-10T14:17:34.069069,0.0,
2025-09-10T14:17:45.255393,0.0,
2025-09-10T14:17:56.490537,0.0,
2025-09-10T14:18:07.758965,1.0,
2025-09-10T14:18:19.019637,0.0,
2025-09-10T14:18:30.335219,0.0,
2025-09-10T14:18:41.565172,0.0,
2025-09-10T14:18:52.836812,0.0,
2025-09-10T14:19:04.041073,0.0,
2025-09-10T14:19:15.264483,0.0,
2025-09-10T14:19:26.483995,0.0,
2025-09-10T14:19:37.696298,0.0,
2025-09-10T14:19:48.899066,0.0,
2025-09-10T14:20:00.111698,0.0,
2025-09-10T14:20:11.303430,0.0,
2025-09-10T14:20:22.564837,0.0,
2025-09-10T14:20:33.819744,0.0,
2025-09-10T14:20:45.033040,0.0,
2025-09-10T14:20:56.263561,0.0,
2025-09-10T14:21:07.508247,0.0,
2025-09-10T14:21:18.715237,0.0,
2025-09-10T14:21:29.926843,0.0,
2025-09-10T14:21:41.145045,0.0,
2025-09-10T14:21:52.362186,0.0,
2025-09-10T14:22:03.640138,0.0,
2025-09-10T14:22:14.945746,1.0,
2025-09-10T14:22:26.148576,0.0,
2025-09-10T14:22:37.338238,0.0,
2025-09-10T14:22:48.583510,0.0,
2025-09-10T14:22:59.796224,0.0,
2025-09-10T14:24:56.537775,1.0,
2025-09-10T14:25:07.802877,0.0,
2025-09-10T14:25:20.524782,0.0,
2025-09-10T14:25:31.770033,0.0,
2025-09-10T14:25:45.073743,0.0,
2025-09-10T14:25:56.320638,0.0,
2025-09-10T15:13:08.944472,1.0,
2025-09-10T15:13:20.159171,0.0,
2025-09-10T15:13:31.405138,0.0,
2025-09-10T15:13:42.605718,0.0,
2025-09-10T15:13:53.810433,0.0,
2025-09-10T15:14:05.002694,0.0,
2025-09-10T15:14:16.263206,0.0,
2025-09-10T15:14:27.497178,1.0,
2025-09-10T15:14:38.715270,0.0,
2025-09-10T15:14:49.918374,0.0,
2025-09-10T15:15:01.361075,0.0,
2025-09-10T15:15:12.579538,0.0,
2025-09-10T15:15:23.813404,0.0,
2025-09-10T15:15:35.045713,0.0,
2025-09-10T15:15:46.283425,0.0,
2025-09-10T15:15:57.648206,0.0,
2025-09-10T15:16:08.927958,0.0,
2025-09-10T15:16:20.189797,0.0,
2025-09-10T15:16:31.595107,0.0,
2025-09-10T15:16:42.827769,0.0,
2025-09-10T15:16:54.407780,0.0,
2025-09-10T15:17:05.592703,0.0,
2025-09-10T15:17:16.789303,1.0,
2025-09-10T15:17:28.025358,0.0,
2025-09-10T15:17:39.301046,0.0,
2025-09-10T15:17:50.632545,0.0,
2025-09-10T15:18:01.893243,0.0,
2025-09-10T15:18:13.152700,0.0,
2025-09-10T15:18:25.381044,0.0,
2025-09-10T15:18:37.083027,0.0,
2025-09-10T15:18:49.483974,0.0,
2025-09-10T15:19:00.738401,1.0,
2025-09-10T15:19:11.943063,0.0,
2025-09-10T15:19:23.136396,0.0,
2025-09-10T15:19:34.329902,0.0,
2025-09-10T15:19:45.527933,0.0,
2025-09-10T15:19:56.763735,0.0,
2025-09-10T15:20:07.995210,0.0,
2025-09-10T15:20:19.209917,0.0,
2025-09-10T15:20:30.467366,0.0,
2025-09-10T15:20:41.822342,0.0,
2025-09-10T15:20:53.063049,0.0,
2025-09-10T15:21:04.253162,0.0,
2025-09-10T15:21:15.468365,0.0,
2025-09-10T15:21:26.695487,0.0,
2025-09-10T15:21:37.903940,0.0,
2025-09-10T15:21:49.370466,1.0,
2025-09-10T15:22:00.647892,0.0,
2025-09-10T15:22:11.940316,0.0,
2025-09-10T15:22:23.153346,0.0,
2025-09-10T15:22:34.395373,0.0,
2025-09-10T15:22:45.613488,0.0,
2025-09-10T15:22:56.812142,0.0,
2025-09-10T15:23:08.041667,0.0,
2025-09-10T15:23:20.382573,1.0,
2025-09-10T15:23:31.600242,0.0,
2025-09-10T15:23:42.847848,0.0,
2025-09-10T15:23:54.073050,0.0,
2025-09-10T15:24:05.312942,0.0,
2025-09-10T15:24:16.671208,0.0,
2025-09-10T15:24:29.699230,0.0,
2025-09-10T15:24:40.891386,0.0,
2025-09-10T15:24:52.189575,0.0,
2025-09-10T15:25:04.498896,1.0,
2025-09-10T15:25:16.988296,1.0,
2025-09-10T15:25:28.318171,0.0,
2025-09-10T15:25:39.776175,0.0,
2025-09-10T15:25:51.028406,0.0,
2025-09-10T15:26:02.286494,0.0,
2025-09-10T15:26:13.488440,0.0,
2025-09-10T15:26:24.720138,0.0,
2025-09-10T15:26:36.052328,0.0,
2025-09-10T15:26:47.312310,0.0,
2025-09-10T15:26:58.540766,0.0,
2025-09-10T15:27:09.804687,0.0,
2025-09-10T15:27:21.008133,0.0,
2025-09-10T15:27:32.880876,0.0,
2025-09-10T15:27:44.081130,0.0,
2025-09-10T15:27:55.258355,0.0,
2025-09-10T15:28:06.461123,1.0,
2025-09-10T15:28:18.265791,0.0,
2025-09-10T15:28:29.471726,0.0,
2025-09-10T15:28:40.692053,0.0,
2025-09-10T15:28:51.898409,0.0,
2025-09-10T15:29:03.089057,0.0,
2025-09-10T15:29:14.299478,0.0,
2025-09-10T15:29:25.501681,0.0,
2025-09-10T15:29:36.729382,0.0,
2025-09-10T15:29:47.973105,0.0,
2025-09-10T15:29:59.260746,0.0,
2025-09-10T15:30:10.523525,0.0,
2025-09-10T15:30:21.771096,0.0,
2025-09-10T15:30:33.003309,0.0,
2025-09-10T15:30:44.461819,0.0,
2025-09-10T15:30:55.957432,0.0,
2025-09-10T15:31:07.200815,0.0,
2025-09-10T15:31:20.200380,0.0,
2025-09-10T15:31:31.408323,0.0,
2025-09-10T15:31:42.640996,0.0,
2025-09-10T15:31:54.060792,0.0,
2025-09-10T15:32:05.292480,0.0,
2025-09-10T15:32:16.505152,0.0,
2025-09-10T15:32:27.739046,0.0,
2025-09-10T15:32:38.977157,1.0,
2025-09-10T15:32:50.229028,0.0,
2025-09-10T15:33:01.457717,0.0,
2025-09-10T15:33:12.746482,0.0,
2025-09-10T15:33:24.000917,0.0,
2025-09-10T15:33:35.281904,0.0,
2025-09-10T15:33:46.488626,0.0,
2025-09-10T15:33:57.707905,1.0,
2025-09-10T15:34:08.958892,0.0,
2025-09-10T15:34:20.181405,0.0,
2025-09-10T15:34:31.362478,0.0,
2025-09-10T15:34:42.606057,0.0,
2025-09-10T15:34:53.865163,0.0,
2025-09-10T15:35:05.068253,0.0,
2025-09-10T15:35:16.540901,0.0,
2025-09-10T15:35:27.782413,0.0,
2025-09-10T15:35:39.028108,0.0,
2025-09-10T15:35:50.420116,0.0,
2025-09-10T15:36:01.624191,0.0,
2025-09-10T15:36:12.853702,0.0,
2025-09-10T15:36:24.065608,0.0,
2025-09-10T15:36:35.297859,0.0,
2025-09-10T15:36:46.524052,1.0,
2025-09-10T15:36:57.761351,0.0,
2025-09-10T15:37:09.003022,0.0,
2025-09-10T15:37:20.246250,0.0,
2025-09-10T15:37:31.460561,0.0,
2025-09-10T15:37:42.818336,0.0,
2025-09-10T15:37:54.032116,0.0,
2025-09-10T15:38:05.264664,0.0,
2025-09-10T15:38:16.487361,0.0,
2025-09-10T15:38:27.719121,0.0,
2025-09-10T15:38:38.945344,0.0,
2025-09-10T15:38:50.157158,0.0,
2025-09-10T15:39:01.351799,0.0,
2025-09-10T15:39:12.542730,0.0,
2025-09-10T15:39:23.788591,0.0,
2025-09-10T15:39:35.001705,1.0,
2025-09-10T15:39:46.245860,0.0,
2025-09-10T15:39:57.580317,0.0,
2025-09-10T15:40:08.818764,0.0,
2025-09-10T15:40:20.058820,0.0,
2025-09-10T15:40:31.404386,0.0,
2025-09-10T15:40:42.885326,0.0,
2025-09-10T15:40:54.094847,0.0,
2025-09-10T15:41:05.301516,0.0,
2025-09-10T15:41:16.532294,0.0,
2025-09-10T15:41:27.748504,0.0,
2025-09-10T15:41:38.972229,0.0,
2025-09-10T15:41:50.392115,0.0,
2025-09-10T15:42:01.637984,0.0,
2025-09-10T15:42:12.865676,0.0,
2025-09-10T15:42:24.076226,1.0,
2025-09-10T15:42:35.340219,0.0,
2025-09-10T15:42:46.573068,0.0,
2025-09-10T15:42:57.796621,0.0,
2025-09-10T15:43:08.987268,0.0,
2025-09-10T15:43:20.219036,0.0,
2025-09-10T15:43:31.434821,0.0,
2025-09-10T15:43:42.684256,1.0,
2025-09-10T15:43:53.948655,0.0,
2025-09-10T15:44:05.175041,0.0,
2025-09-10T15:44:16.370620,0.0,
2025-09-10T15:44:27.592877,0.0,
2025-09-10T15:44:38.796063,0.0,
2025-09-10T15:44:50.038194,0.0,
2025-09-10T15:45:01.261986,0.0,
2025-09-10T15:45:12.490461,0.0,
2025-09-10T15:45:23.688139,0.0,
2025-09-10T15:45:35.905468,0.0,
2025-09-10T15:45:47.799857,0.0,
2025-09-10T15:45:59.140948,0.0,
2025-09-10T15:46:10.411585,0.0,
2025-09-10T15:46:21.678819,0.0,
2025-09-10T15:46:32.956478,0.0,
2025-09-10T15:46:44.234350,1.0,
2025-09-10T15:46:55.436648,0.0,
2025-09-10T15:47:06.678039,1.0,
2025-09-10T15:47:17.919935,0.0,
2025-09-10T15:47:29.175255,0.0,
2025-09-10T15:47:40.432663,0.0,
2025-09-10T15:47:51.691979,0.0,
2025-09-10T15:48:02.921156,1.0,
2025-09-10T15:48:14.187656,0.0,
2025-09-10T15:48:25.465034,0.0,
2025-09-10T15:48:36.680387,0.0,
2025-09-10T15:48:47.938724,0.0,
2025-09-10T15:48:59.195387,0.0,
2025-09-10T15:49:10.499310,0.0,
2025-09-10T15:49:21.772965,0.0,
2025-09-10T15:49:33.043537,1.0,
2025-09-10T15:49:44.269290,0.0,
2025-09-10T15:49:55.465734,0.0,
2025-09-10T15:50:06.721990,0.0,
2025-09-10T15:50:18.183399,0.0,
2025-09-10T15:50:29.434412,0.0,
2025-09-10T15:50:40.687448,0.0,
2025-09-10T15:50:52.526738,0.0,
2025-09-10T15:51:04.324391,1.0,
2025-09-10T15:51:16.262166,0.0,
2025-09-10T15:51:27.708569,0.0,
2025-09-10T15:51:39.714514,1.0,
2025-09-10T15:51:50.921775,0.0,
2025-09-10T15:52:02.124768,0.0,
2025-09-10T15:52:13.421724,0.0,
2025-09-10T15:52:25.657778,0.0,
2025-09-10T15:52:36.874397,0.0,
2025-09-10T15:52:48.479642,1.0,
2025-09-10T15:53:00.697951,0.0,
2025-09-10T15:53:12.071665,0.0,
2025-09-10T15:53:24.359009,0.0,
2025-09-10T15:53:37.419284,0.0,
2025-09-10T15:53:50.610081,0.0,
2025-09-10T15:54:03.724280,0.0,
2025-09-10T15:54:16.605931,0.0,
2025-09-10T15:54:29.527737,0.0,
2025-09-10T15:54:42.635010,0.0,
2025-09-10T15:54:55.593533,0.0,
2025-09-10T15:55:09.342334,0.0,
2025-09-10T15:55:22.574509,0.0,
2025-09-10T15:55:35.726988,0.0,
2025-09-10T15:55:48.490824,0.0,
2025-09-10T15:56:01.578478,0.0,
2025-09-10T15:56:13.868728,0.0,
2025-09-10T15:56:25.869053,1.0,
2025-09-10T15:56:38.124118,0.0,
2025-09-10T15:56:50.391712,0.0,
2025-09-10T15:57:03.556226,1.0,
2025-09-10T15:57:16.630854,0.0,
2025-09-10T15:57:29.328139,0.0,
2025-09-10T15:57:40.853930,0.0,
2025-09-10T15:57:52.355383,0.0,
2025-09-10T15:58:03.850797,0.0,
2025-09-10T15:58:15.136082,0.0,
2025-09-10T15:58:27.702199,0.0,
2025-09-10T15:58:39.421513,1.0,
2025-09-10T15:58:51.721044,0.0,
2025-09-10T15:59:03.807131,0.0,
2025-09-10T15:59:15.014510,0.0,
2025-09-10T15:59:26.256887,0.0,
2025-09-10T15:59:38.774756,0.0,
2025-09-10T15:59:50.456896,0.0,
2025-09-10T16:00:02.229365,0.0,
2025-09-10T16:00:13.786916,0.0,
2025-09-10T16:00:24.985755,0.0,
2025-09-10T16:00:37.389827,0.0,
2025-09-10T16:00:49.590572,1.0,
2025-09-10T16:01:02.456489,1.0,
2025-09-10T16:01:15.435279,1.0,
2025-09-10T16:01:28.327103,1.0,
2025-09-10T16:01:41.126320,1.0,
2025-09-10T16:01:53.924874,0.0,
2025-09-10T16:02:07.051877,1.0,
2025-09-10T16:02:20.404121,1.0,
2025-09-10T16:02:32.851126,0.0,
2025-09-10T16:02:44.433861,0.0,
2025-09-10T16:02:56.658971,0.0,
2025-09-10T16:03:07.844659,0.0,
2025-09-10T16:03:19.058680,0.0,
2025-09-20T16:12:18.282383,1.0,
2025-09-20T16:12:29.609743,0.0,
2025-09-20T16:12:40.917174,0.0,
2025-09-20T16:12:52.194165,0.0,
2025-09-20T16:13:03.543038,0.0,
2025-09-20T16:13:14.857337,0.0,
2025-09-20T16:13:26.219312,0.0,
2025-09-20T16:13:37.532829,0.0,
2025-09-20T16:13:48.820839,0.0,
2025-09-20T16:14:00.109927,1.0,
2025-09-20T16:14:11.377883,0.0,
2025-09-20T16:14:22.755364,0.0,
2025-09-20T16:14:34.107345,0.0,
2025-09-20T16:14:45.403396,0.0,
2025-09-20T16:14:56.650599,0.0,
2025-09-20T16:15:07.869638,1.0,
2025-09-20T16:15:19.169523,0.0,
2025-09-20T16:15:30.499034,0.0,
2025-09-20T16:15:41.836774,0.0,
2025-09-20T16:15:53.081890,0.0,
2025-09-20T16:16:04.305846,0.0,
2025-09-20T16:16:15.560396,0.0,
2025-09-20T16:16:26.733736,0.0,
2025-09-20T16:16:37.983433,0.0,
2025-09-20T16:16:49.326108,0.0,
2025-09-20T16:17:00.568222,0.0,
2025-09-20T16:17:11.814824,0.0,
2025-09-20T16:17:23.034075,0.0,
2025-09-20T16:17:34.345888,0.0,
2025-09-20T16:17:45.577257,0.0,
2025-09-20T16:17:56.810651,1.0,
2025-09-20T16:18:08.079171,0.0,
2025-09-20T16:18:19.395891,0.0,
2025-09-20T16:18:30.695905,0.0,
2025-09-20T16:18:41.981501,0.0,
2025-09-20T16:18:53.227025,0.0,
2025-09-20T16:19:04.558929,0.0,
2025-09-20T16:19:15.840511,0.0,
2025-09-20T16:19:27.118813,0.0,
2025-09-20T16:19:38.419721,0.0,
2025-09-20T16:19:49.685284,0.0,
2025-09-20T16:20:00.923885,0.0,
2025-09-20T16:20:12.203310,0.0,
2025-09-20T16:20:23.484928,0.0,
2025-09-20T16:20:34.706681,0.0,
2025-09-20T16:20:45.991625,1.0,
2025-09-20T16:20:57.321674,0.0,
2025-09-20T16:21:08.595497,0.0,
2025-09-20T16:21:19.797835,0.0,
2025-09-20T16:21:31.116045,0.0,
2025-09-20T16:21:42.365501,0.0,
2025-09-20T16:21:53.617987,0.0,
2025-09-20T16:22:04.963859,0.0,
2025-09-20T16:22:16.318688,1.0,
2025-09-20T16:22:27.554955,0.0,
2025-09-20T16:22:39.796294,0.0,
2025-09-20T16:22:53.411741,0.0,
2025-09-20T16:23:05.531786,0.0,
2025-09-20T16:23:16.795250,0.0,
2025-09-20T16:23:28.059809,0.0,
2025-09-20T16:23:39.327853,0.0,
2025-09-20T16:23:50.634429,0.0,
2025-09-20T16:24:01.917397,0.0,
2025-09-20T16:24:13.230270,0.0,
2025-09-20T16:24:24.531517,0.0,
2025-09-20T16:24:35.853845,0.0,
2025-09-20T16:24:47.140974,0.0,
2025-09-20T16:24:58.420923,0.0,
2025-09-20T16:25:09.678008,0.0,
2025-09-20T16:25:20.951412,0.0,
2025-09-20T16:25:32.245839,1.0,
2025-09-20T16:25:43.547053,0.0,
2025-09-20T16:25:54.805346,0.0,
2025-09-20T16:26:06.109043,0.0,
2025-09-20T16:26:17.338580,0.0,
2025-09-20T16:26:28.588266,0.0,
2025-09-20T16:26:39.933543,0.0,
2025-09-20T16:26:51.216941,0.0,
2025-09-20T16:27:02.532688,1.0,
2025-09-20T16:27:13.825734,0.0,
2025-09-20T16:27:25.142715,0.0,
2025-09-20T16:27:36.427568,0.0,
2025-09-20T16:27:47.748923,0.0,
2025-09-20T16:27:59.003314,0.0,
2025-09-20T16:28:10.336186,0.0,
2025-09-20T16:28:21.624359,0.0,
2025-09-20T16:28:32.934596,0.0,
2025-09-20T16:28:44.228573,0.0,
2025-09-20T16:28:55.586354,0.0,
2025-09-20T16:29:06.861083,0.0,
2025-09-20T16:29:18.091258,1.0,
2025-09-20T16:29:29.347322,0.0,
2025-09-20T16:29:40.621785,0.0,
2025-09-20T16:29:51.990297,1.0,
2025-09-20T16:30:03.333629,0.0,
2025-09-20T16:30:14.609966,1.0,
2025-09-20T16:30:25.975764,0.0,
2025-09-20T16:30:37.322873,0.0,
2025-09-20T16:30:48.606512,0.0,
2025-09-20T16:30:59.882965,0.0,
2025-09-20T16:31:11.146405,0.0,
2025-09-20T16:31:22.460670,1.0,
2025-09-20T16:31:33.784224,0.0,
2025-09-20T16:31:45.049390,0.0,
2025-09-20T16:31:56.402706,0.0,
2025-09-20T16:32:07.724013,0.0,
2025-09-20T16:32:19.060682,0.0,
2025-09-20T16:32:30.354161,0.0,
2025-09-20T16:32:41.625800,0.0,
2025-09-20T16:32:52.980845,0.0,
2025-09-20T16:33:04.252715,0.0,
2025-09-20T16:33:15.562386,0.0,
2025-09-20T16:33:26.839596,0.0,
2025-09-20T16:33:38.137230,0.0,
2025-09-20T16:33:49.476179,0.0,
2025-09-20T16:34:00.799367,0.0,
2025-09-20T16:34:12.045014,1.0,
2025-09-20T16:34:23.267954,0.0,
2025-09-20T16:34:34.542732,0.0,
2025-09-20T16:34:45.847879,0.0,
2025-09-20T16:34:57.132917,0.0,
2025-09-20T16:35:08.386197,0.0,
2025-09-20T16:35:19.659735,0.0,
2025-09-20T16:35:30.888284,0.0,
2025-09-20T16:35:42.215362,0.0,
2025-09-20T16:35:53.532609,0.0,
2025-09-20T16:36:04.823938,0.0,
2025-09-20T16:36:16.159738,0.0,
2025-09-20T16:36:27.425546,0.0,
2025-09-20T16:36:38.689746,0.0,
2025-09-20T16:36:49.953919,0.0,
2025-09-20T16:37:01.207743,1.0,
2025-09-20T16:37:12.551037,0.0,
2025-09-20T16:37:23.832298,0.0,
2025-09-20T16:37:35.077770,0.0,
2025-09-20T16:37:46.338497,0.0,
2025-09-20T16:37:57.676274,0.0,
2025-09-20T16:38:09.009024,0.0,
2025-09-20T16:38:20.316824,0.0,
2025-09-20T16:38:31.610722,1.0,
2025-09-20T16:38:43.004618,0.0,
2025-09-20T16:38:54.349968,0.0,
2025-09-20T16:39:05.629463,0.0,
2025-09-20T16:39:16.923308,1.0,
2025-09-20T16:39:28.228213,0.0,
2025-09-20T16:39:39.529986,0.0,
